[2024-12-14 11:07:25,512] INFO day14:221 > Begin 
[2024-12-14 11:07:25,523] INFO day14:91 > Room Size:
Height=103, Width=101
ROBOT   0 | P:  77,  59 | V:   2, -23
ROBOT 247 | P:  15,  73 | V:  -9,  41
ROBOT 248 | P:  29,  51 | V: -62,  17
ROBOT 249 | P:   8,  36 | V:   5, -61
ROBOT 250 | P:  86,  16 | V: -40,  79
ROBOT 251 | P:  12,  17 | V:  81, -31
ROBOT 252 | P:  52,  17 | V:  67,  44
ROBOT 253 | P:  38,  98 | V: -34, -19
ROBOT 254 | P:  54,  95 | V:  19, -19
ROBOT 255 | P:  96,   8 | V: -12, -77
ROBOT 256 | P:  65,  86 | V: -24, -90
ROBOT 257 | P:   9,  59 | V: -17, -52
ROBOT 258 | P:  90,  63 | V:  97, -11
ROBOT 259 | P:  38,  63 | V: -18,  -5
ROBOT 260 | P:  91,  98 | V: -92,  25
ROBOT 261 | P:  48,  82 | V: -96, -96
ROBOT 262 | P:  94,  46 | V:  94,  86
ROBOT 263 | P:   6,  31 | V:  25, -88
ROBOT 264 | P:  80,  17 | V: -37,  39
ROBOT 265 | P:  14,  25 | V: -79,  67
ROBOT 266 | P:  45,  60 | V: -73,  70
ROBOT 267 | P:  12,  92 | V: -26, -22
ROBOT 268 | P:  88,  63 | V:   4, -55
ROBOT 269 | P:  76,  48 | V: -40, -27
ROBOT 270 | P:  80,  70 | V:  -7, -58
ROBOT 271 | P:  27,  94 | V:  21, -60
ROBOT 272 | P:  33,  57 | V: -43,  -1
ROBOT 273 | P:  79,  26 | V: -94,  91
ROBOT 274 | P:  56,  98 | V: -78,  37
ROBOT 275 | P:  94,  26 | V:  85, -51
ROBOT 276 | P:  83,  71 | V:  64,  71
ROBOT 277 | P:  81,  86 | V: -81,   8
ROBOT 278 | P:  44,  96 | V: -21,  14
ROBOT 279 | P:  63,   8 | V:  20, -13
ROBOT 280 | P:  93,   5 | V:  43, -31
ROBOT 281 | P:   0,   8 | V: -69,  31
ROBOT 282 | P:  26,  26 | V: -31,  84
ROBOT 283 | P:  79,  85 | V:  56, -67
ROBOT 284 | P:  91,  10 | V: -92,  61
ROBOT 285 | P: 100,  59 | V: -43,  58
ROBOT 286 | P:  22,  57 | V:  55, -63
ROBOT 287 | P:  41,   0 | V: -89,  76
ROBOT 288 | P:  62,  18 | V: -95, -71
ROBOT 289 | P:  57,  96 | V:  97, -88
ROBOT 290 | P:  32,   0 | V:   6,  14
ROBOT 291 | P:  53,  58 | V:  -8, -57
ROBOT 292 | P:  23,  93 | V:  68,  44
ROBOT 293 | P:  82,  28 | V: -84, -19
ROBOT 294 | P:  17,   9 | V: -59, -91
ROBOT 295 | P:  52,  30 | V:  -8, -93
ROBOT 296 | P:  27,  22 | V: -18, -13
ROBOT 297 | P:  25,  26 | V: -20, -93
ROBOT 298 | P:  93,  57 | V:  66, -51
ROBOT 299 | P:  36,  76 | V:  52,  48
ROBOT 300 | P:  85,  33 | V:  85,  71
ROBOT 301 | P:  46,  87 | V:  48,  15
ROBOT 302 | P:  22,  55 | V:  26,  53
ROBOT 303 | P:  39,  77 | V:  44,  52
ROBOT 304 | P:  13,   1 | V:  94,  83
ROBOT 305 | P:  73,  89 | V:  -5,  91
ROBOT 306 | P:  78,  86 | V:  87,  76
ROBOT 307 | P:  49,  33 | V:  31,  56
ROBOT 308 | P:  88,  13 | V: -30, -66
ROBOT 309 | P:  94,  40 | V: -87,  90
ROBOT 310 | P:  66,  31 | V: -50, -76
ROBOT 311 | P:  15,  35 | V: -77, -30
ROBOT 312 | P:  35,  85 | V: -75, -84
ROBOT 313 | P:  83,  67 | V: -94,   6
ROBOT 314 | P:  87, 101 | V: -51, -94
ROBOT 315 | P:  77,  79 | V: -58, -27
ROBOT 316 | P:  59,  18 | V:  26, -32
ROBOT 317 | P:  64,  41 | V:  87, -63
ROBOT 318 | P:  43,  17 | V: -94,  46
ROBOT 319 | P:  60,  29 | V: -42,  67
ROBOT 320 | P:   1,  18 | V: -87, -88
ROBOT 321 | P:  41,  39 | V: -75, -76
ROBOT 322 | P:  70,  90 | V:  -1,  19
ROBOT 323 | P:  61,  42 | V:  28, -35
ROBOT 324 | P:  73,  60 | V: -63,  10
ROBOT 325 | P:  74,  59 | V: -32,  75
ROBOT 326 | P:  19,  94 | V:  99,  94
ROBOT 327 | P:  16,  78 | V:   3,  45
ROBOT 328 | P:  79,  49 | V: -45, -52
ROBOT 329 | P:  64,  77 | V:  66,   8
ROBOT 330 | P:  88, 100 | V:  40,  71
ROBOT 331 | P:  16,  52 | V: -85, -23
ROBOT 332 | P:  19,  22 | V:   3, -93
ROBOT 333 | P:  39,  56 | V:  88, -23
ROBOT 334 | P:  22,  75 | V:  57, -38
ROBOT 335 | P:  42,  96 | V:  38, -86
ROBOT 336 | P:  14,  84 | V:  13, -23
ROBOT 337 | P:  65,  83 | V: -13,  32
ROBOT 338 | P:  92,  21 | V:  -1,  16
ROBOT 339 | P:  56,  12 | V:  15,   9
ROBOT 340 | P:  57,  35 | V: -73, -87
ROBOT 341 | P:   6,  41 | V: -95,  16
ROBOT 342 | P:  20,  88 | V:  75, -85
ROBOT 343 | P:  43,  98 | V: -96, -37
ROBOT 344 | P:  63,   3 | V:  77,  60
ROBOT 345 | P:  21,  51 | V:  91, -41
ROBOT 346 | P: 100,  58 | V:  45, -86
ROBOT 347 | P:  52,  85 | V:  40,  66
ROBOT 348 | P:  82,  46 | V: -37, -12
ROBOT 349 | P:  82,  62 | V:  56,   2
ROBOT 350 | P:  90, 102 | V:  92,  43
ROBOT 351 | P:  63,  12 | V: -99, -14
ROBOT 352 | P:  77,  32 | V:  46, -46
ROBOT 353 | P:  77,  66 | V:  64, -34
ROBOT 354 | P:  51,  15 | V:  57,  16
ROBOT 355 | P:  70,  94 | V: -24,   2
ROBOT 356 | P:  59,  96 | V:  33,  -9
ROBOT 357 | P:  82,  42 | V:   7, -76
ROBOT 358 | P:  68,   3 | V: -74,  87
ROBOT 359 | P:  40,  52 | V:  95, -69
ROBOT 360 | P:   0,  65 | V: -55,  32
ROBOT 361 | P:  13,   7 | V:  68,  15
ROBOT 362 | P:  56,  15 | V:   2, -82
ROBOT 363 | P:  41,  25 | V: -91, -31
ROBOT 364 | P:  63,  92 | V:  19,  55
ROBOT 365 | P:  44,  28 | V:  75, -92
ROBOT 366 | P:  27,  83 | V: -23,  70
ROBOT 367 | P:   7,  74 | V:  58, -65
ROBOT 368 | P:  50,  65 | V:  97,  41
ROBOT 369 | P:  10,  91 | V:  32,  66
ROBOT 370 | P:  65,  61 | V:  20, -91
ROBOT 371 | P:  22,  17 | V: -81,  77
ROBOT 372 | P:   8,  16 | V: -38, -82
ROBOT 373 | P:  55,  19 | V: -42,  15
ROBOT 374 | P:   9,   9 | V:  19,  43
ROBOT 375 | P:  73,   9 | V:  82,  32
ROBOT 376 | P:  42,  11 | V: -80, -59
ROBOT 377 | P:  76,  44 | V:  12, -86
ROBOT 378 | P:  53,  34 | V:  68,  21
ROBOT 379 | P:   6,  26 | V: -69, -53
ROBOT 380 | P:  27,  42 | V:  26, -35
ROBOT 381 | P:  98,  38 | V:   1, -69
ROBOT 382 | P:  64,   3 | V: -65, -86
ROBOT 383 | P:  63,  82 | V: -47, -45
ROBOT 384 | P:  77,  34 | V:   9, -23
ROBOT 385 | P:  50,  83 | V:  77, -15
ROBOT 386 | P:  17, 101 | V:  94,  78
ROBOT 387 | P:  51,  11 | V:  93,  55
ROBOT 388 | P:  13,  65 | V: -42,  17
ROBOT 389 | P:  93,  46 | V:  53,  68
ROBOT 390 | P:  48,  80 | V: -29,  -9
ROBOT 391 | P:  34,  86 | V:  50,  67
ROBOT 392 | P:  12,  50 | V:  21, -52
ROBOT 393 | P:  90,  56 | V:  46,  99
ROBOT 394 | P:  44,  49 | V: -88, -64
ROBOT 395 | P:  47,  43 | V:  80,  -6
ROBOT 396 | P:  39,  46 | V: -13, -52
ROBOT 397 | P:  44,  81 | V:   7,  60
ROBOT 398 | P:  88,  75 | V:  32, -96
ROBOT 399 | P:  42,   7 | V: -83,  49
ROBOT 400 | P:  42,  30 | V:  70, -13
ROBOT 401 | P:  88,  47 | V: -22,  80
ROBOT 402 | P:  54,   9 | V:  -3,  66
ROBOT 403 | P:  54,  15 | V:  85, -36
ROBOT 404 | P: 100,  65 | V:  55,  64
ROBOT 405 | P:  70,  62 | V: -32, -97
ROBOT 406 | P:  69,  36 | V:  98,  73
ROBOT 407 | P:  16,  14 | V:  29, -14
ROBOT 408 | P:  45,  91 | V:  62,  31
ROBOT 409 | P:  11,   9 | V:  11, -31
ROBOT 410 | P:  62,  92 | V:  44,  97
ROBOT 411 | P:  75,  84 | V:  77, -66
ROBOT 412 | P:  67,  96 | V:  70, -63
ROBOT 413 | P:  91,  14 | V:  35, -54
ROBOT 414 | P:  72,  26 | V: -23, -31
ROBOT 415 | P:  59,  86 | V: -97,  53
ROBOT 416 | P:  20,   9 | V:  73,  21
ROBOT 417 | P:  13,  38 | V:  81,  28
ROBOT 418 | P:  29,   3 | V: -62, -37
ROBOT 419 | P:  78,  17 | V: -45, -13
ROBOT 420 | P:   3,  34 | V:  81,  80
ROBOT 421 | P:  55,  96 | V: -73,  71
ROBOT 422 | P:  20,  69 | V:  65,  19
ROBOT 423 | P:   3,  50 | V: -12, -63
ROBOT 424 | P:  36,  87 | V: -95, -45
ROBOT 425 | P:  34, 100 | V: -44, -27
ROBOT 426 | P:  35,  88 | V: -18, -44
ROBOT 427 | P:  98,   3 | V:  -2,  11
ROBOT 428 | P:  44,  46 | V: -44,   5
ROBOT 429 | P:  10,  61 | V: -15,  23
ROBOT 430 | P:  84,  41 | V: -79,   5
ROBOT 431 | P:  35,  90 | V:  26, -61
ROBOT 432 | P:   8,  92 | V: -84,  17
ROBOT 433 | P:  98,  92 | V:  19, -33
ROBOT 434 | P:  69,  99 | V: -97, -49
ROBOT 435 | P:  40,  15 | V:  75,   9
ROBOT 436 | P:  99,  42 | V:   9, -41
ROBOT 437 | P:  83,  52 | V:  75,  39
ROBOT 438 | P:  88,  34 | V: -66,  96
ROBOT 439 | P:  77,  66 | V: -48,  -5
ROBOT 440 | P:  88,  99 | V:  40, -15
ROBOT 441 | P:  56,  58 | V:  20, -23
ROBOT 442 | P:  23,  36 | V:  91,  44
ROBOT 443 | P:  69,  59 | V:  43,  40
ROBOT 444 | P:  57,  61 | V:  43, -17
ROBOT 445 | P:  58,  90 | V:  54,  19
ROBOT 446 | P:   2,  44 | V: -15, -47
ROBOT 447 | P:  25,  19 | V:  -6, -43
ROBOT 448 | P:  20,  95 | V: -72,  14
ROBOT 449 | P:  20,  70 | V:  70,  86
ROBOT 450 | P:  39,   8 | V: -26,  95
ROBOT 451 | P:  16,  89 | V:  50,  76
ROBOT 452 | P:  71,   5 | V: -50, -54
ROBOT 453 | P:  35,  40 | V: -78, -18
ROBOT 454 | P:  24,   9 | V:  65,  -2
ROBOT 455 | P:   7,   9 | V: -51, -65
ROBOT 456 | P:  23,  41 | V:  -7, -80
ROBOT 457 | P:  29,  38 | V:   8,  51
ROBOT 458 | P:  30,  70 | V:  26,  82
ROBOT 459 | P:  87,  37 | V: -79, -40
ROBOT 460 | P:  24,  61 | V:  37, -62
ROBOT 461 | P:  13,  59 | V:  10,  28
ROBOT 462 | P:  11,  88 | V: -90,  99
ROBOT 463 | P:  88,  89 | V: -22,  32
ROBOT 464 | P:  31,  65 | V: -31, -51
ROBOT 465 | P:  49,  58 | V: -29,  47
ROBOT 466 | P:  76,  35 | V:  -1, -58
ROBOT 467 | P:  95,  88 | V:  22,  36
ROBOT 468 | P:  11,  31 | V:  50,  50
ROBOT 469 | P:  81,  16 | V:  -1,  27
ROBOT 470 | P:  44,  53 | V:  36,  74
ROBOT 471 | P:  87,  27 | V:  82, -88
ROBOT 472 | P:   7,  38 | V:  37,   5
ROBOT 473 | P:   2,  62 | V: -64, -80
ROBOT 474 | P:  10,  11 | V:  55,  32
ROBOT 475 | P:  51,  67 | V:  62,  12
ROBOT 476 | P:  38,  50 | V: -76, -41
ROBOT 477 | P:   1,  31 | V:  14,  -6
ROBOT 478 | P:  17,  62 | V:  25,  12
ROBOT 479 | P:  77,  22 | V: -55,  22
ROBOT 480 | P:  57,   5 | V:   1, -61
ROBOT 481 | P:  52,  62 | V:  28,   6
ROBOT 482 | P:  20,  33 | V:  73, -41
ROBOT 483 | P:  10,  84 | V:  34, -96
ROBOT 484 | P:  46,  23 | V:  93,  15
ROBOT 485 | P:  44, 102 | V: -52,  77
ROBOT 486 | P:  64,   3 | V:  43,  -5
ROBOT 487 | P:  92,  57 | V:   6, -79
ROBOT 488 | P:  31,  74 | V:  44, -85
ROBOT 489 | P:  14,   9 | V: -90, -94
ROBOT 490 | P:  26,  60 | V: -70,  35
ROBOT 491 | P:  50,  19 | V: -78,   4
ROBOT 492 | P:   0,  78 | V:  63,  71
ROBOT 493 | P:  79,  92 | V:  35, -44
ROBOT 494 | P:  33,  19 | V:  31, -80
ROBOT 495 | P:  96,  89 | V:  80,  37
ROBOT 496 | P:  42,  98 | V: -51, -77
ROBOT 497 | P: 100,  18 | V: -12,  27
ROBOT 498 | P:  88,  26 | V:  66,  33
ROBOT 499 | P:  69,  44 | V:  34,  67 
[2024-12-14 11:07:25,651] INFO day14:195 > Top Left 117 | Top Right 132 | Bottom Left 120 | Bottom Right 123 | Center 8 
[2024-12-14 11:07:25,651] INFO day14:201 > Safety Factor: 227953440 
[2024-12-14 11:07:25,651] INFO day14:121 > STEP 41 
[2024-12-14 11:07:25,651] INFO day14:91 > Room Size:
Height=103, Width=101
ROBOT   0 | P:  58,  43 | V:   2, -23
ROBOT   1 | P:  23,  10 | V: -90,   9
ROBOT   2 | P:  31,  33 | V: -90, -77
ROBOT   3 | P:  51,  14 | V:  82, -94
ROBOT   4 | P:   0,  60 | V: -39,  60
ROBOT   5 | P:  25,  33 | V:  14, -94
ROBOT   6 | P:  92,  84 | V: -52, -63
ROBOT   7 | P:  43,  19 | V:  42, -39
ROBOT   8 | P:  29,  23 | V: -93,  41
ROBOT   9 | P:  75,  38 | V:  27, -13
ROBOT  10 | P:  14, 101 | V: -10, -68
ROBOT  11 | P:  94,  12 | V:  38,  -2
ROBOT  12 | P:  40, 101 | V: -93, -68
ROBOT  13 | P:  78,  89 | V:  56,   6
ROBOT  14 | P:  78,  86 | V:   1,  63
ROBOT  15 | P:  15,  46 | V: -18,  70
ROBOT  16 | P:  22,  98 | V: -96,  54
ROBOT  17 | P:  31,  47 | V:  21, -26
ROBOT  18 | P:   5,  35 | V:  82, -86
ROBOT  19 | P:  57,  97 | V: -51,  24
ROBOT  20 | P:  11,   0 | V: -88, -72
ROBOT  21 | P:  66,  77 | V: -22,  18
ROBOT  22 | P:  94,  21 | V: -88,  24
ROBOT  23 | P:  44,  22 | V: -67,  86
ROBOT  24 | P:  62,  37 | V: -53, -68
ROBOT  25 | P:  97,   5 | V: -80,  34
ROBOT  26 | P:  27,  76 | V:  27, -25
ROBOT  27 | P:  51,  76 | V:  90,  78
ROBOT  28 | P:  54,  90 | V: -19, -47
ROBOT  29 | P:  91,  21 | V: -56, -16
ROBOT  30 | P:   9,  91 | V: -63,  72
ROBOT  31 | P:  66,  37 | V: -99,  -5
ROBOT  32 | P:   0,  46 | V: -81, -13
ROBOT  33 | P:  87,  16 | V:  -7, -18
ROBOT  34 | P:  26,  19 | V:  27,  74
ROBOT  35 | P:  56,  76 | V:  42,  50
ROBOT  36 | P:  71,  82 | V: -41,  17
ROBOT  37 | P:  78,  60 | V:  52,  44
ROBOT  38 | P:  47,  43 | V: -40,  21
ROBOT  39 | P:  18,  78 | V: -18, -32
ROBOT  40 | P:  20,  46 | V: -95,  86
ROBOT  41 | P:  83,  24 | V: -49,  63
ROBOT  42 | P:  53,  92 | V: -38,   7
ROBOT  43 | P:  55,  86 | V:  82,  -4
ROBOT  44 | P:  41,  62 | V:  42,  24
ROBOT  45 | P:  47,   7 | V:  45,  30
ROBOT  46 | P:  72,  61 | V:   8, -87
ROBOT  47 | P:  52,  32 | V:  13, -77
ROBOT  48 | P:  57,  52 | V:  58,  70
ROBOT  49 | P:  80,   8 | V:  99,  81
ROBOT  50 | P:  54,  51 | V:  20,  80
ROBOT  51 | P:   9,  83 | V:   1, -15
ROBOT  52 | P:  52,  21 | V:  85, -55
ROBOT  53 | P:  18,  30 | V: -16,  16
ROBOT  54 | P:  68,  40 | V:   2, -17
ROBOT  55 | P:   7,  86 | V: -73,  14
ROBOT  56 | P:   7,  61 | V: -82,  83
ROBOT  57 | P:  53,  13 | V:  21,  68
ROBOT  58 | P:  77,  25 | V: -41, -99
ROBOT  59 | P:  41,  90 | V: -52, -47
ROBOT  60 | P:  36,  87 | V: -93,  34
ROBOT  61 | P:  29,  37 | V:  64,  53
ROBOT  62 | P:  89,  15 | V: -73,  36
ROBOT  63 | P:  86,  14 | V: -62,  46
ROBOT  64 | P:   2,  25 | V: -97, -61
ROBOT  65 | P:  66,  72 | V: -22, -70
ROBOT  66 | P:  32,  26 | V: -87, -15
ROBOT  67 | P:  81,  84 | V: -36, -44
ROBOT  68 | P:  45,   5 | V:  37,  82
ROBOT  69 | P:  12,  76 | V: -13,  98
ROBOT  70 | P:   7,  42 | V:  38, -17
ROBOT  71 | P:  63,  65 | V: -17, -70
ROBOT  72 | P:  68,  86 | V: -91,   7
ROBOT  73 | P:   3,  16 | V: -19, -43
ROBOT  74 | P:  37,  19 | V: -16,  -2
ROBOT  75 | P:  53, 101 | V:  58,  84
ROBOT  76 | P:  82,  34 | V:  89, -77
ROBOT  77 | P: 100,  52 | V:  91, -97
ROBOT  78 | P:  66,   2 | V: -14,  62
ROBOT  79 | P:   2,  73 | V:  85, -33
ROBOT  80 | P:   9,  21 | V:  86, -40
ROBOT  81 | P:  84,  66 | V:  55,  61
ROBOT  82 | P:  29,  41 | V: -13, -44
ROBOT  83 | P:  65,  82 | V:  -3, -13
ROBOT  84 | P:  37,  15 | V:  25,  38
ROBOT  85 | P:  63,  91 | V: -43,  30
ROBOT  86 | P:  23,  80 | V:  14, -59
ROBOT  87 | P:  94,  40 | V:  68, -32
ROBOT  88 | P:  66,  99 | V: -18, -14
ROBOT  89 | P:  60,  48 | V:  45,  60
ROBOT  90 | P:  69,  97 | V: -99, -31
ROBOT  91 | P:  63,  18 | V:  66,  66
ROBOT  92 | P:  87,  57 | V:  31,  27
ROBOT  93 | P:  31,  96 | V: -69, -14
ROBOT  94 | P:  47,  54 | V:  80,  92
ROBOT  95 | P:  58,  11 | V:  44, -32
ROBOT  96 | P:  20,  92 | V:  11, -52
ROBOT  97 | P:  71,  39 | V: -14,  37
ROBOT  98 | P:  77,  69 | V: -17, -91
ROBOT  99 | P:  69,  37 | V:  38, -55
ROBOT 100 | P:  21,  49 | V:  19,  36
ROBOT 101 | P:  19,  47 | V:  46,  50
ROBOT 102 | P:  26,  14 | V:  48, -78
ROBOT 103 | P:  96,  39 | V: -68,  15
ROBOT 104 | P:  11,  28 | V:  14,  48
ROBOT 105 | P:  90, 101 | V: -94,  95
ROBOT 106 | P:  67,  94 | V: -49,   7
ROBOT 107 | P:  76,  25 | V:  92,  -1
ROBOT 108 | P:  96,  84 | V:  44, -10
ROBOT 109 | P:  42,  61 | V: -16,  66
ROBOT 110 | P:  28,  82 | V: -45,  50
ROBOT 111 | P:  11,  93 | V: -68, -85
ROBOT 112 | P:   2,  86 | V:   4, -85
ROBOT 113 | P:  21,   0 | V:  54,   8
ROBOT 114 | P:  57,  84 | V: -27,  -4
ROBOT 115 | P:  46,   5 | V: -44,  66
ROBOT 116 | P:  38,  82 | V:  53, -86
ROBOT 117 | P:  26,   4 | V: -24,  14
ROBOT 118 | P:  91,  73 | V:  25,  55
ROBOT 119 | P:  59,  85 | V: -14,  72
ROBOT 120 | P:   9,  16 | V: -82,  54
ROBOT 121 | P:  68,  68 | V:  47,  12
ROBOT 122 | P:  20,  11 | V: -90, -73
ROBOT 123 | P:  31,  39 | V:  75,  97
ROBOT 124 | P:  33,  96 | V: -33,  76
ROBOT 125 | P:   0,  59 | V:  66,  17
ROBOT 126 | P:   1,  85 | V:  12,  29
ROBOT 127 | P:  37,  35 | V: -40,  15
ROBOT 128 | P:   9,  79 | V: -86,   3
ROBOT 129 | P:  23,   1 | V:  27, -13
ROBOT 130 | P:  77,  96 | V:   4,  14
ROBOT 131 | P:  78,  70 | V:   2, -59
ROBOT 132 | P:  47,  63 | V: -99,  85
ROBOT 133 | P:  91,   9 | V:  49,  95
ROBOT 134 | P:  91,  77 | V:   4,   7
ROBOT 135 | P:  27,  75 | V:  11,   1
ROBOT 136 | P:  28,  77 | V:  67,  33
ROBOT 137 | P:  70,  68 | V: -79, -34
ROBOT 138 | P:  55, 100 | V:  66, -40
ROBOT 139 | P:  23,  24 | V:   3, -56
ROBOT 140 | P:  79,  29 | V:  73, -21
ROBOT 141 | P:  25,  64 | V:  33, -95
ROBOT 142 | P:  89,  86 | V:  59, -49
ROBOT 143 | P:  16,  92 | V: -10,  -3
ROBOT 144 | P:  65,  25 | V:  18,  14
ROBOT 145 | P:  86,  89 | V:  12,  89
ROBOT 146 | P:   1,  77 | V:  94,  94
ROBOT 147 | P:  81,   2 | V:  91,  70
ROBOT 148 | P:   6,  90 | V: -48, -21
ROBOT 149 | P:  54,  72 | V: -35,  66
ROBOT 150 | P:  64,  93 | V:  66, -80
ROBOT 151 | P:  66,  73 | V:  60,  98
ROBOT 152 | P:  12,  13 | V: -86, -18
ROBOT 153 | P:  48,  62 | V: -61, -10
ROBOT 154 | P:  99,  92 | V:  41, -20
ROBOT 155 | P:  21,  69 | V: -66,  28
ROBOT 156 | P:  86,  70 | V:  69,  -5
ROBOT 157 | P:  16,  44 | V: -60,   3
ROBOT 158 | P:  83,  70 | V:  22, -81
ROBOT 159 | P:  65,  37 | V: -75,  59
ROBOT 160 | P:  93,  96 | V: -76, -90
ROBOT 161 | P:   9,  34 | V: -95,  32
ROBOT 162 | P:  51,  43 | V: -56, -71
ROBOT 163 | P:  41,  47 | V: -80, -98
ROBOT 164 | P:  98,  74 | V: -61,  77
ROBOT 165 | P:  21,  25 | V: -50,  -1
ROBOT 166 | P:  35,  33 | V: -58,  20
ROBOT 167 | P:  49,  50 | V:   5,  98
ROBOT 168 | P:   8,  94 | V:  57, -58
ROBOT 169 | P:  51,  74 | V:  79, -31
ROBOT 170 | P:  14,  74 | V: -45,  -2
ROBOT 171 | P:  66,  49 | V:  -6, -27
ROBOT 172 | P:   0,  27 | V: -92, -99
ROBOT 173 | P:  41,  13 | V: -30, -76
ROBOT 174 | P:  37,  73 | V: -44, -82
ROBOT 175 | P:  78,  32 | V: -39, -68
ROBOT 176 | P:  33,  98 | V: -51,  40
ROBOT 177 | P:  52,  40 | V: -19, -11
ROBOT 178 | P:  57,  75 | V:  47,  40
ROBOT 179 | P:   0,  94 | V: -39,  56
ROBOT 180 | P:  28,  67 | V:  19,  17
ROBOT 181 | P:  97,  49 | V: -73,  73
ROBOT 182 | P:  24,  84 | V:  51,  72
ROBOT 183 | P:  19,  71 | V: -92, -99
ROBOT 184 | P:  53,   4 | V:  42,  84
ROBOT 185 | P:  50,  25 | V:  42, -18
ROBOT 186 | P:  63,   7 | V:  86,  48
ROBOT 187 | P:  74,   5 | V:  -9, -57
ROBOT 188 | P:  32,  48 | V: -85,  65
ROBOT 189 | P:  45,  98 | V:  98, -90
ROBOT 190 | P:  87,  55 | V: -70, -37
ROBOT 191 | P:  44,  64 | V: -40,  34
ROBOT 192 | P:   5,  13 | V:  78, -40
ROBOT 193 | P:  56,  66 | V:  43, -86
ROBOT 194 | P:  24,  83 | V:  -8,  39
ROBOT 195 | P:  54,  83 | V:  -8, -42
ROBOT 196 | P:  25,  16 | V: -90,  69
ROBOT 197 | P:  20,  65 | V:  35,  28
ROBOT 198 | P:  16, 101 | V:  14, -85
ROBOT 199 | P:  36,  79 | V:  98, -26
ROBOT 200 | P:  69,  35 | V:  35,  58
ROBOT 201 | P:   6,  21 | V:  78, -50
ROBOT 202 | P:  64,  95 | V:  71, -14
ROBOT 203 | P:  11,  40 | V:  -1, -77
ROBOT 204 | P:  15,  95 | V:  14, -68
ROBOT 205 | P:   8,  89 | V: -47,  -9
ROBOT 206 | P:  71,  20 | V:  95,   9
ROBOT 207 | P:   2,  36 | V: -34, -88
ROBOT 208 | P:  46,  15 | V: -95,  77
ROBOT 209 | P:  92,  15 | V:  -9,  25
ROBOT 210 | P:  40,  65 | V:  90, -11
ROBOT 211 | P:  99,  36 | V: -95, -83
ROBOT 212 | P:  14,   0 | V:  -2,  -9
ROBOT 213 | P:  40, 101 | V:  58,  70
ROBOT 214 | P:  94,  29 | V:  33,  37
ROBOT 215 | P:  22,  84 | V: -91, -83
ROBOT 216 | P:  39,   0 | V:  39, -38
ROBOT 217 | P:  80,  60 | V:  84,  11
ROBOT 218 | P:  58,  41 | V:  90, -17
ROBOT 219 | P:  15,  28 | V: -50, -50
ROBOT 220 | P:  19,   4 | V: -63, -88
ROBOT 221 | P:  10,   9 | V: -54, -59
ROBOT 222 | P:  69, 100 | V: -22,   8
ROBOT 223 | P:  16,  85 | V:  75, -47
ROBOT 224 | P:  61,  29 | V:  32,  27
ROBOT 225 | P:  31,  12 | V: -77, -89
ROBOT 226 | P:   6,  48 | V: -54,  65
ROBOT 227 | P:  85,  31 | V: -81, -12
ROBOT 228 | P:  80,  93 | V: -55,  15
ROBOT 229 | P:  69,  35 | V:   8,  30
ROBOT 230 | P:  16,   8 | V:  35,  19
ROBOT 231 | P:  24,  52 | V:  64, -38
ROBOT 232 | P:  23,  76 | V:  15,  45
ROBOT 233 | P:  16,  99 | V:  -2,  35
ROBOT 234 | P:  30,  10 | V: -56,  -7
ROBOT 235 | P:  17,  56 | V: -18, -44
ROBOT 236 | P: 100,  32 | V:  33,  21
ROBOT 237 | P:   6,  57 | V: -28, -60
ROBOT 238 | P:  71,  89 | V: -46,  13
ROBOT 239 | P:  80,  28 | V: -86, -45
ROBOT 240 | P:  57,  77 | V:  31,  61
ROBOT 241 | P:  69,  97 | V:  52, -31
ROBOT 242 | P:  76,  14 | V:  52, -12
ROBOT 243 | P:  89,  17 | V:  78, -78
ROBOT 244 | P:  67,  23 | V:  83, -11
ROBOT 245 | P:  53,  76 | V: -72,  93
ROBOT 246 | P:  36,  91 | V: -39,  58
ROBOT 247 | P:   6,  11 | V:  -9,  41
ROBOT 248 | P:  68,  68 | V: -62,  17
ROBOT 249 | P:  13,  78 | V:   5, -61
ROBOT 250 | P:  46,  95 | V: -40,  79
ROBOT 251 | P:  93,  89 | V:  81, -31
ROBOT 252 | P:  18,  61 | V:  67,  44
ROBOT 253 | P:   4,  79 | V: -34, -19
ROBOT 254 | P:  73,  76 | V:  19, -19
ROBOT 255 | P:  84,  34 | V: -12, -77
ROBOT 256 | P:  41,  99 | V: -24, -90
ROBOT 257 | P:  93,   7 | V: -17, -52
ROBOT 258 | P:  86,  52 | V:  97, -11
ROBOT 259 | P:  20,  58 | V: -18,  -5
ROBOT 260 | P: 100,  20 | V: -92,  25
ROBOT 261 | P:  53,  89 | V: -96, -96
ROBOT 262 | P:  87,  29 | V:  94,  86
ROBOT 263 | P:  31,  46 | V:  25, -88
ROBOT 264 | P:  43,  56 | V: -37,  39
ROBOT 265 | P:  36,  92 | V: -79,  67
ROBOT 266 | P:  73,  27 | V: -73,  70
ROBOT 267 | P:  87,  70 | V: -26, -22
ROBOT 268 | P:  92,   8 | V:   4, -55
ROBOT 269 | P:  36,  21 | V: -40, -27
ROBOT 270 | P:  73,  12 | V:  -7, -58
ROBOT 271 | P:  48,  34 | V:  21, -60
